fea_country,fea_customer_id,fea_revenue_min,fea_revenue_max,fea_revenue_sum,fea_revenue_avg,fea_revenue_count,fea_invoice_date_min,fea_invoice_date_max,fea_invoice_date_purchase_duration,fea_invoice_date_purchase_frequency
United Kingdom,13838.0,93.16000000000001,230.65999999999988,674.8199999999999,168.70499999999998,4.0,2010-05-12 10:45:00,2011-08-14 10:52:00,459,114.75
United Kingdom,13842.0,293.96000000000004,638.6600000000001,2803.9300000000003,350.49125000000004,8.0,2010-08-12 10:39:00,2011-11-03 12:11:00,448,56.0
United Kingdom,13846.0,201.13000000000005,411.4000000000002,865.0600000000004,288.35333333333347,3.0,2010-12-14 16:07:00,2011-11-15 12:07:00,335,111.66666666666667
United Kingdom,13848.0,320.0,615.0,1255.0,418.3333333333333,3.0,2010-08-12 15:10:00,2011-08-09 12:58:00,361,120.33333333333333
United Kingdom,13849.0,593.5799999999998,944.3699999999999,1537.9499999999998,768.9749999999999,2.0,2011-06-22 10:11:00,2011-10-19 10:59:00,119,59.5
United Kingdom,13851.0,246.32000000000002,1298.18,2651.4600000000005,883.8200000000002,3.0,2011-02-24 17:18:00,2011-05-09 12:36:00,73,24.333333333333332
United Kingdom,13854.0,207.50000000000003,429.9,7807.320000000001,325.305,24.0,2010-09-12 10:48:00,2011-11-15 16:34:00,429,17.875
United Kingdom,13856.0,94.4,169.5,388.5,129.5,3.0,2011-05-20 13:13:00,2011-09-06 08:45:00,108,36.0
United Kingdom,13860.0,27.29,405.88,1245.9,249.18,5.0,2011-08-12 12:57:00,2011-11-25 13:42:00,105,21.0
United Kingdom,13862.0,119.66000000000001,425.1,2209.3599999999997,276.16999999999996,8.0,2011-02-22 10:00:00,2011-11-21 16:24:00,272,34.0
United Kingdom,13865.0,100.82,159.22,383.34,127.77999999999999,3.0,2011-02-23 12:04:00,2011-07-26 11:24:00,152,50.666666666666664
United Kingdom,13867.0,138.85000000000002,443.79,1005.0900000000001,335.03000000000003,3.0,2011-05-05 17:28:00,2011-09-26 12:23:00,143,47.666666666666664
United Kingdom,13868.0,507.53999999999996,2685.0,3192.54,1596.27,2.0,2011-01-11 12:45:00,2011-02-12 16:32:00,32,16.0
United Kingdom,13869.0,323.61999999999995,1510.489999999999,3083.6499999999987,770.9124999999997,4.0,2010-12-17 15:14:00,2011-08-08 13:53:00,233,58.25
United Kingdom,13870.0,54.599999999999994,812.1600000000001,2770.94,346.36750000000006,8.0,2011-02-25 09:09:00,2011-10-30 16:11:00,247,30.875
United Kingdom,13871.0,45.0,855.17,6403.250000000001,492.5576923076924,13.0,2011-03-24 12:58:00,2011-11-17 10:49:00,237,18.23076923076923
United Kingdom,13873.0,108.95,121.45,230.4,115.2,2.0,2011-03-02 09:37:00,2011-05-05 09:13:00,63,31.5
United Kingdom,13875.0,340.65000000000003,384.2,1786.79,357.358,5.0,2011-03-27 11:14:00,2011-11-02 15:39:00,220,44.0
United Kingdom,13880.0,97.8,414.82,3219.7700000000004,247.67461538461538,13.0,2010-07-12 14:00:00,2011-11-18 13:44:00,493,37.92307692307692
United Kingdom,13881.0,177.60000000000005,2251.9399999999996,17159.519999999997,857.976,20.0,2011-01-02 10:14:00,2011-11-28 15:10:00,330,16.5
United Kingdom,13882.0,49.5,490.5500000000001,1191.13,238.22600000000003,5.0,2011-06-10 15:28:00,2011-11-28 13:08:00,170,34.0
United Kingdom,13883.0,112.63,980.4100000000002,2674.4800000000005,534.8960000000001,5.0,2011-03-31 17:17:00,2011-11-29 10:45:00,242,48.4
United Kingdom,13884.0,17.9,344.25,787.6000000000001,157.52000000000004,5.0,2011-01-03 13:40:00,2011-11-09 13:58:00,310,62.0
United Kingdom,13885.0,107.65,399.1500000000001,506.80000000000007,253.40000000000003,2.0,2011-03-06 15:07:00,2011-05-23 08:52:00,77,38.5
United Kingdom,13890.0,103.85000000000001,310.76000000000005,1883.8100000000002,188.38100000000003,10.0,2010-12-16 09:31:00,2011-11-17 14:46:00,336,33.6
United Kingdom,13892.0,54.519999999999996,341.21000000000004,632.97,158.2425,4.0,2011-06-10 16:25:00,2011-11-13 11:50:00,155,38.75
United Kingdom,13894.0,121.32000000000002,282.45000000000005,564.6200000000001,188.2066666666667,3.0,2011-02-02 12:54:00,2011-11-16 09:44:00,286,95.33333333333333
United Kingdom,13895.0,382.46000000000004,973.81,2593.07,648.2675,4.0,2011-04-10 11:33:00,2011-11-11 16:57:00,215,53.75
United Kingdom,13899.0,90.02,298.50000000000006,388.52000000000004,194.26000000000002,2.0,2011-10-03 09:30:00,2011-11-23 13:40:00,51,25.5
United Kingdom,13900.0,8.5,374.87000000000006,740.95,246.98333333333335,3.0,2011-03-22 10:13:00,2011-09-06 19:26:00,168,56.0
United Kingdom,13901.0,214.40000000000003,1561.0900000000004,2867.2000000000007,573.4400000000002,5.0,2011-01-25 09:01:00,2011-09-28 14:48:00,246,49.2
United Kingdom,13904.0,131.52,201.11999999999995,332.64,166.32,2.0,2011-02-11 13:41:00,2011-02-18 11:18:00,6,3.0
United Kingdom,13908.0,335.11000000000007,907.9400000000002,2369.55,592.3875,4.0,2011-05-08 11:46:00,2011-09-21 11:49:00,136,34.0
United Kingdom,13911.0,143.28,516.12,2580.9100000000003,286.76777777777784,9.0,2011-02-14 14:13:00,2011-10-13 15:43:00,241,26.77777777777778
United Kingdom,13914.0,305.38000000000005,321.07,626.45,313.225,2.0,2011-03-11 16:28:00,2011-11-28 10:35:00,261,130.5
United Kingdom,13917.0,65.38000000000001,206.66000000000005,272.0400000000001,136.02000000000004,2.0,2011-01-06 12:46:00,2011-10-21 09:56:00,287,143.5
United Kingdom,13918.0,198.20000000000002,1014.6399999999999,1212.84,606.42,2.0,2011-03-31 18:05:00,2011-10-21 12:25:00,203,101.5
United Kingdom,13924.0,23.55,679.03,1838.8500000000001,306.475,6.0,2011-08-11 09:47:00,2011-11-22 11:28:00,103,17.166666666666668
United Kingdom,13925.0,49.50000000000001,380.12,678.25,169.5625,4.0,2011-07-28 12:09:00,2011-10-08 12:41:00,72,18.0
United Kingdom,13928.0,104.20000000000002,131.22,464.57000000000005,116.14250000000001,4.0,2011-07-29 15:59:00,2011-11-29 10:33:00,122,30.5
United Kingdom,13929.0,412.85,429.80000000000007,842.6500000000001,421.32500000000005,2.0,2011-01-17 15:11:00,2011-06-23 15:26:00,157,78.5
United Kingdom,13930.0,127.34,209.99999999999994,337.3399999999999,168.66999999999996,2.0,2011-07-26 11:00:00,2011-10-13 09:45:00,78,39.0
United Kingdom,13931.0,378.21000000000004,859.3200000000005,1237.5300000000007,618.7650000000003,2.0,2011-04-03 08:43:00,2011-05-09 10:12:00,36,18.0
United Kingdom,13933.0,300.99,307.80000000000007,608.7900000000001,304.39500000000004,2.0,2011-07-14 13:35:00,2011-08-22 14:03:00,39,19.5
United Kingdom,13939.0,178.34000000000003,205.71,568.5500000000001,189.51666666666668,3.0,2011-01-02 11:30:00,2011-11-16 13:33:00,318,106.0
United Kingdom,13940.0,172.44,225.24000000000004,839.1400000000001,209.78500000000003,4.0,2011-06-10 16:15:00,2011-11-22 15:15:00,164,41.0
United Kingdom,13941.0,712.3000000000001,1253.6600000000003,5112.960000000001,1022.5920000000002,5.0,2010-02-12 10:17:00,2011-11-18 09:43:00,643,128.6
United Kingdom,13946.0,75.6,276.12,561.57,187.19000000000003,3.0,2011-03-17 10:02:00,2011-09-21 13:33:00,188,62.666666666666664
United Kingdom,13949.0,302.9100000000001,537.9,2427.32,404.55333333333334,6.0,2011-05-10 11:25:00,2011-11-15 11:30:00,189,31.5
United Kingdom,13950.0,140.94000000000003,280.46,745.06,186.265,4.0,2011-07-04 11:29:00,2011-11-28 14:44:00,147,36.75
United Kingdom,13951.0,158.4,303.49,674.45,224.8166666666667,3.0,2011-02-18 15:21:00,2011-06-16 16:43:00,118,39.333333333333336
United Kingdom,13952.0,1208.31,2042.7609999999997,3251.071,1625.5355,2.0,2011-04-15 09:27:00,2011-06-05 09:00:00,50,25.0
United Kingdom,13953.0,354.36,750.0,3515.6800000000003,502.24000000000007,7.0,2010-12-22 10:29:00,2011-10-18 10:55:00,300,42.857142857142854
United Kingdom,13954.0,212.51,227.41,439.91999999999996,219.95999999999998,2.0,2011-08-12 12:50:00,2011-09-30 10:52:00,48,24.0
United Kingdom,13955.0,117.86,205.10000000000005,322.96000000000004,161.48000000000002,2.0,2011-07-02 12:24:00,2011-08-07 17:19:00,36,18.0
United Kingdom,13956.0,118.02000000000002,385.7499999999999,1019.27,203.85399999999998,5.0,2011-03-13 12:51:00,2011-10-16 15:56:00,217,43.4
United Kingdom,13959.0,122.7,256.59999999999997,594.04,198.01333333333332,3.0,2010-12-12 13:56:00,2011-09-21 15:06:00,283,94.33333333333333
United Kingdom,13960.0,102.12,128.10000000000002,230.22000000000003,115.11000000000001,2.0,2011-09-29 12:39:00,2011-11-18 15:27:00,50,25.0
United Kingdom,13962.0,51.95,117.59999999999998,169.54999999999998,84.77499999999999,2.0,2011-08-04 11:21:00,2011-11-18 08:47:00,105,52.5
United Kingdom,13963.0,115.67999999999999,215.41000000000003,664.5400000000001,166.13500000000002,4.0,2010-07-12 09:21:00,2011-04-02 14:43:00,264,66.0
United Kingdom,13969.0,20.11,1204.3599999999997,9024.17,501.34277777777777,18.0,2010-09-12 19:32:00,2011-11-23 08:43:00,436,24.22222222222222
United Kingdom,13971.0,306.46,400.70000000000005,2758.26,344.7825,8.0,2011-02-27 12:27:00,2011-11-21 12:06:00,266,33.25
United Kingdom,13972.0,44.35,145.90000000000003,190.25000000000003,95.12500000000001,2.0,2011-05-22 11:34:00,2011-09-30 11:54:00,131,65.5
United Kingdom,13975.0,151.76000000000002,722.0700000000004,2461.24,410.20666666666665,6.0,2011-03-08 13:39:00,2011-08-11 13:19:00,155,25.833333333333332
United Kingdom,13978.0,37.8,158.98999999999998,196.78999999999996,98.39499999999998,2.0,2011-10-25 15:04:00,2011-11-25 11:36:00,30,15.0
United Kingdom,13982.0,326.34000000000003,641.6699999999998,1871.8099999999997,467.95249999999993,4.0,2010-09-12 13:57:00,2011-10-31 16:24:00,414,103.5
United Kingdom,13983.0,7.800000000000002,398.03999999999996,2207.9800000000005,220.79800000000006,10.0,2010-08-12 10:38:00,2011-10-31 12:05:00,445,44.5
United Kingdom,13984.0,101.18,432.48,920.51,184.102,5.0,2010-08-12 15:58:00,2011-11-13 12:38:00,457,91.4
United Kingdom,13985.0,147.56,1018.2200000000001,6433.210000000002,459.51500000000016,14.0,2011-03-20 13:48:00,2011-11-25 10:02:00,249,17.785714285714285
United Kingdom,13988.0,462.44000000000005,1261.81,4147.96,691.3266666666667,6.0,2011-03-30 11:48:00,2011-11-20 10:15:00,234,39.0
United Kingdom,13989.0,369.41,896.67,1266.08,633.04,2.0,2011-04-14 15:39:00,2011-05-10 09:47:00,25,12.5
United Kingdom,13991.0,31.299999999999997,210.84999999999997,852.8799999999999,142.14666666666665,6.0,2011-07-19 12:58:00,2011-11-27 16:18:00,131,21.833333333333332
United Kingdom,13993.0,219.0,535.59,3466.36,385.1511111111111,9.0,2011-01-13 10:43:00,2011-11-09 12:16:00,300,33.333333333333336
United Kingdom,13994.0,116.10000000000001,769.1099999999999,2274.14,379.0233333333333,6.0,2011-03-10 15:28:00,2011-10-31 11:10:00,234,39.0
United Kingdom,13995.0,153.20000000000002,408.25000000000017,1393.6900000000003,278.73800000000006,5.0,2011-07-21 08:44:00,2011-11-24 14:22:00,126,25.2
United Kingdom,13999.0,301.48,395.97,3901.8100000000013,325.1508333333334,12.0,2010-12-13 11:23:00,2011-11-29 13:40:00,351,29.25
United Kingdom,14001.0,301.24,1007.9,2043.08,681.0266666666666,3.0,2010-01-12 12:58:00,2011-10-25 10:31:00,650,216.66666666666666
United Kingdom,14002.0,224.79000000000002,304.93999999999994,529.73,264.865,2.0,2011-06-07 14:59:00,2011-07-28 15:55:00,51,25.5
United Kingdom,14004.0,241.0,900.0199999999999,4582.64,654.6628571428572,7.0,2011-02-09 13:50:00,2011-10-27 14:40:00,260,37.142857142857146
United Kingdom,14005.0,144.3,1897.04,2874.7200000000003,574.9440000000001,5.0,2011-06-17 08:09:00,2011-11-30 12:41:00,166,33.2
United Kingdom,14006.0,300.1,304.44000000000005,604.5400000000001,302.27000000000004,2.0,2011-01-31 15:11:00,2011-08-16 09:39:00,196,98.0
United Kingdom,14009.0,314.7000000000001,380.90999999999997,695.6100000000001,347.80500000000006,2.0,2011-05-18 13:00:00,2011-05-25 15:47:00,7,3.5
United Kingdom,14013.0,118.5,199.21999999999994,473.02,157.67333333333332,3.0,2011-07-17 10:39:00,2011-09-03 08:59:00,47,15.666666666666666
United Kingdom,14019.0,384.29,621.08,1421.6100000000001,473.87000000000006,3.0,2011-02-09 12:51:00,2011-10-24 10:13:00,256,85.33333333333333
United Kingdom,14021.0,130.20000000000002,198.89999999999998,329.1,164.55,2.0,2011-03-28 15:10:00,2011-07-07 15:46:00,101,50.5
United Kingdom,14023.0,273.14000000000004,310.93,584.07,292.035,2.0,2011-02-12 13:58:00,2011-03-04 15:50:00,20,10.0
United Kingdom,14024.0,65.25,262.45,327.7,163.85,2.0,2011-07-08 13:31:00,2011-10-08 11:30:00,91,45.5
United Kingdom,14029.0,165.20000000000005,302.46,467.66,233.83,2.0,2011-07-10 14:46:00,2011-07-18 16:57:00,8,4.0
United Kingdom,14030.0,5.95,670.55,2358.84,294.855,8.0,2010-08-12 16:11:00,2011-11-21 16:48:00,466,58.25
United Kingdom,14031.0,99.62999999999998,2068.09,17286.86,909.8347368421053,19.0,2010-02-12 16:34:00,2011-11-18 17:06:00,644,33.89473684210526
United Kingdom,14032.0,102.72,315.56000000000006,2672.2500000000005,267.225,10.0,2010-08-12 10:53:00,2011-11-23 16:24:00,468,46.8
United Kingdom,14034.0,18.740000000000002,455.16999999999996,648.8899999999999,216.29666666666662,3.0,2011-05-07 13:06:00,2011-11-17 14:02:00,194,64.66666666666667
United Kingdom,14035.0,136.68,398.97999999999996,1428.02,285.604,5.0,2011-02-15 12:48:00,2011-11-11 10:03:00,268,53.6
United Kingdom,14037.0,35.40000000000001,111.80000000000003,147.20000000000005,73.60000000000002,2.0,2010-10-12 11:39:00,2011-06-16 13:57:00,247,123.5
United Kingdom,14038.0,370.09999999999997,716.32,1560.38,520.1266666666667,3.0,2011-05-16 14:05:00,2011-09-22 13:37:00,128,42.666666666666664
United Kingdom,14040.0,39.84,684.8100000000002,3270.620000000001,297.3290909090909,11.0,2011-01-27 11:15:00,2011-10-30 12:42:00,276,25.09090909090909
United Kingdom,14044.0,110.71000000000002,195.47999999999996,646.4200000000001,161.60500000000002,4.0,2011-03-02 11:39:00,2011-11-13 12:05:00,256,64.0
United Kingdom,14045.0,242.55,682.8,1659.75,414.9375,4.0,2010-01-12 11:32:00,2011-08-22 15:27:00,587,146.75
United Kingdom,14047.0,9.3,351.15000000000003,1308.6100000000001,261.72200000000004,5.0,2010-02-12 10:09:00,2011-09-27 14:08:00,592,118.4
United Kingdom,14049.0,226.93,2333.98,5578.719999999999,1394.6799999999998,4.0,2011-01-26 11:27:00,2011-11-23 12:20:00,301,75.25
United Kingdom,14050.0,260.38,485.9800000000001,746.3600000000001,373.18000000000006,2.0,2011-08-11 10:00:00,2011-08-25 13:46:00,14,7.0
United Kingdom,14051.0,300.1,1203.8999999999999,15610.390000000001,678.7126086956522,23.0,2010-08-12 12:49:00,2011-11-22 16:31:00,467,20.304347826086957
United Kingdom,14053.0,106.0,154.25,260.25,130.125,2.0,2011-03-07 12:21:00,2011-07-08 14:27:00,123,61.5
United Kingdom,14056.0,6.300000000000002,653.6800000000002,8152.710000000001,354.4656521739131,23.0,2011-02-28 15:19:00,2011-11-24 13:25:00,268,11.652173913043478
United Kingdom,14057.0,41.6,639.1600000000001,6211.660000000002,365.39176470588234,17.0,2010-12-14 12:11:00,2011-11-16 10:32:00,336,19.764705882352942
United Kingdom,14060.0,140.0,738.58,6140.419999999999,323.18,19.0,2010-02-12 12:11:00,2011-11-17 12:59:00,643,33.8421052631579
United Kingdom,14062.0,237.6,1708.68,10464.850000000002,872.0708333333336,12.0,2010-10-12 15:56:00,2011-11-30 10:04:00,413,34.416666666666664
United Kingdom,14064.0,185.15,375.35,1052.68,263.17,4.0,2011-03-31 13:14:00,2011-10-11 13:14:00,194,48.5
United Kingdom,14067.0,150.03000000000006,224.67,374.70000000000005,187.35000000000002,2.0,2011-04-09 12:00:00,2011-07-10 10:21:00,91,45.5
United Kingdom,14071.0,29.419999999999998,341.23999999999995,1437.5700000000002,179.69625000000002,8.0,2011-03-20 11:33:00,2011-11-20 14:07:00,245,30.625
United Kingdom,14075.0,307.91999999999996,317.56,942.26,314.08666666666664,3.0,2011-03-23 16:35:00,2011-11-20 12:32:00,241,80.33333333333333
United Kingdom,14077.0,56.300000000000004,132.72,499.41999999999996,99.88399999999999,5.0,2011-04-28 14:04:00,2011-10-30 12:35:00,184,36.8
United Kingdom,14078.0,111.28999999999999,243.92999999999998,1049.37,174.89499999999998,6.0,2010-01-12 12:54:00,2011-10-05 13:26:00,631,105.16666666666667
United Kingdom,14081.0,423.51999999999987,498.09999999999985,921.6199999999997,460.80999999999983,2.0,2010-05-12 15:47:00,2011-10-02 16:17:00,508,254.0
United Kingdom,14083.0,14.4,446.57000000000016,1002.9000000000001,111.43333333333335,9.0,2010-03-12 12:24:00,2011-11-03 14:03:00,601,66.77777777777777
United Kingdom,14085.0,13.95,466.49000000000007,4421.29,245.62722222222217,18.0,2010-06-12 12:39:00,2011-11-30 16:54:00,536,29.77777777777778
United Kingdom,14088.0,33.16,10584.770000000004,50491.81000000001,3883.985384615385,13.0,2011-01-21 13:07:00,2011-11-29 16:16:00,312,24.0
United Kingdom,14092.0,29.700000000000006,625.86,4076.9100000000003,291.20785714285716,14.0,2010-12-16 15:47:00,2011-11-16 12:08:00,334,23.857142857142858
United Kingdom,14096.0,21.839999999999996,8935.980000000014,65164.790000000095,3833.222941176476,17.0,2011-02-09 15:45:00,2011-11-28 15:54:00,292,17.176470588235293
United Kingdom,14099.0,200.59000000000006,403.81000000000006,3104.17,282.1972727272727,11.0,2010-12-20 11:14:00,2011-11-23 13:53:00,338,30.727272727272727
United Kingdom,14101.0,751.6,1224.6,5976.789999999999,996.1316666666665,6.0,2011-01-17 13:09:00,2011-09-27 12:28:00,252,42.0
United Kingdom,14102.0,118.5,331.9,1105.8799999999997,221.17599999999993,5.0,2011-02-11 13:46:00,2011-11-28 10:20:00,289,57.8
United Kingdom,14104.0,104.95,111.26000000000002,216.21000000000004,108.10500000000002,2.0,2011-06-27 12:49:00,2011-08-07 12:50:00,41,20.5
United Kingdom,14107.0,241.29,625.1,2703.23,386.17571428571426,7.0,2010-10-12 13:29:00,2011-10-19 12:12:00,371,53.0
United Kingdom,14108.0,291.3300000000001,306.58000000000004,597.9100000000001,298.95500000000004,2.0,2011-08-30 11:32:00,2011-09-11 10:41:00,11,5.5
United Kingdom,14110.0,41.6,904.2600000000002,4298.919999999999,429.892,10.0,2011-03-05 13:39:00,2011-11-18 08:59:00,257,25.7
United Kingdom,14111.0,48.3,397.35,598.6500000000001,199.55000000000004,3.0,2011-05-09 12:21:00,2011-11-25 13:44:00,200,66.66666666666667
United Kingdom,14112.0,33.0,770.2300000000002,2915.15,416.45,7.0,2011-01-08 12:16:00,2011-11-17 12:30:00,313,44.714285714285715
United Kingdom,14113.0,433.5,492.88,1840.42,460.105,4.0,2010-12-20 12:14:00,2011-11-17 10:59:00,331,82.75
United Kingdom,14114.0,191.39999999999998,195.13000000000002,386.53,193.265,2.0,2011-01-13 11:05:00,2011-11-03 09:42:00,293,146.5
United Kingdom,14116.0,212.92000000000002,327.45000000000005,1382.7400000000002,276.54800000000006,5.0,2011-06-10 13:45:00,2011-11-20 10:29:00,162,32.4
United Kingdom,14121.0,233.10000000000008,1247.4099999999996,2780.1499999999996,695.0374999999999,4.0,2011-06-12 12:19:00,2011-11-29 13:43:00,170,42.5
United Kingdom,14125.0,333.9200000000001,1295.4300000000003,2720.63,906.8766666666667,3.0,2011-09-22 15:40:00,2011-11-29 12:47:00,67,22.333333333333332
United Kingdom,14126.0,62.5,367.7800000000001,706.1300000000001,235.3766666666667,3.0,2011-02-12 11:45:00,2011-11-29 12:22:00,290,96.66666666666667
United Kingdom,14127.0,137.60000000000002,314.63,709.71,236.57000000000002,3.0,2011-02-02 12:26:00,2011-09-08 10:49:00,217,72.33333333333333
United Kingdom,14128.0,305.53999999999996,331.96,637.5,318.75,2.0,2011-03-29 10:49:00,2011-10-10 12:00:00,195,97.5
United Kingdom,14129.0,51.55000000000001,358.90000000000003,1123.86,224.772,5.0,2011-03-24 08:44:00,2011-11-22 12:09:00,243,48.6
United Kingdom,14132.0,301.06,419.5399999999999,3281.53,328.153,10.0,2011-03-08 10:49:00,2011-11-25 10:03:00,261,26.1
United Kingdom,14133.0,19.92,318.0,605.64,201.88,3.0,2011-01-28 11:27:00,2011-02-08 11:34:00,11,3.6666666666666665
United Kingdom,14135.0,25.200000000000006,748.86,4690.3099999999995,312.6873333333333,15.0,2010-02-12 10:27:00,2011-11-01 09:58:00,626,41.733333333333334
United Kingdom,14138.0,344.1700000000001,621.7100000000003,965.8800000000003,482.94000000000017,2.0,2011-07-10 09:38:00,2011-08-12 12:44:00,33,16.5
United Kingdom,14140.0,394.06000000000006,540.9899999999998,935.0499999999998,467.5249999999999,2.0,2011-06-12 09:05:00,2011-08-11 11:20:00,60,30.0
United Kingdom,14141.0,199.47000000000006,285.1600000000001,915.1300000000002,228.78250000000006,4.0,2011-07-12 09:53:00,2011-11-10 12:17:00,121,30.25
United Kingdom,14145.0,594.0,1128.6,3742.2,935.55,4.0,2011-04-07 12:58:00,2011-10-24 12:10:00,199,49.75
United Kingdom,14146.0,310.94999999999993,1241.43,4191.0,838.2,5.0,2010-12-17 15:52:00,2011-09-19 15:01:00,275,55.0
United Kingdom,14147.0,182.8,300.6,483.40000000000003,241.70000000000002,2.0,2011-02-27 11:42:00,2011-09-22 18:10:00,207,103.5
United Kingdom,14150.0,306.18,352.46000000000004,658.6400000000001,329.32000000000005,2.0,2010-12-15 10:04:00,2011-04-11 10:05:00,117,58.5
United Kingdom,14152.0,306.7800000000001,314.51,621.2900000000001,310.64500000000004,2.0,2011-04-19 15:46:00,2011-09-25 12:54:00,158,79.0
United Kingdom,14157.0,155.71,269.1800000000001,424.8900000000001,212.44500000000005,2.0,2011-02-27 13:04:00,2011-11-20 11:32:00,265,132.5
United Kingdom,14159.0,178.13000000000002,821.5899999999998,4630.349999999999,420.94090909090914,11.0,2010-12-12 11:17:00,2011-11-20 12:36:00,343,31.181818181818183
United Kingdom,14161.0,263.04,551.4300000000001,1097.6200000000001,365.8733333333334,3.0,2010-05-12 13:18:00,2011-08-05 11:41:00,449,149.66666666666666
United Kingdom,14162.0,111.68,177.68,289.36,144.68,2.0,2011-02-20 12:32:00,2011-06-19 11:36:00,118,59.0
United Kingdom,14163.0,337.92,909.5999999999998,2445.91,611.4775,4.0,2011-04-14 17:33:00,2011-10-07 14:49:00,175,43.75
United Kingdom,14164.0,358.0,1273.7700000000002,1631.7700000000002,815.8850000000001,2.0,2011-09-20 12:18:00,2011-09-30 12:24:00,10,5.0
United Kingdom,14167.0,110.65,172.74,414.24,138.08,3.0,2011-03-21 15:33:00,2011-10-31 14:29:00,223,74.33333333333333
United Kingdom,14173.0,12.48,194.54999999999998,450.84000000000003,112.71000000000001,4.0,2011-04-05 14:03:00,2011-11-29 11:54:00,237,59.25
United Kingdom,14175.0,322.5800000000001,2016.3100000000004,3222.3000000000006,1074.1000000000001,3.0,2011-01-14 12:22:00,2011-11-10 11:55:00,299,99.66666666666667
United Kingdom,14176.0,66.00000000000001,230.15,576.9000000000001,144.22500000000002,4.0,2010-07-12 11:45:00,2011-02-15 13:12:00,218,54.5
United Kingdom,14177.0,7.5,250.0,549.46,137.365,4.0,2011-05-09 12:18:00,2011-09-14 15:11:00,128,32.0
United Kingdom,14178.0,99.45000000000002,418.47,1600.26,228.60857142857142,7.0,2011-01-12 12:01:00,2011-11-11 12:10:00,303,43.285714285714285
United Kingdom,14179.0,163.25000000000003,538.3199999999997,701.5699999999997,350.78499999999985,2.0,2011-10-18 14:00:00,2011-10-30 12:07:00,11,5.5
United Kingdom,14180.0,97.5,382.0999999999999,4748.520000000001,189.94080000000002,25.0,2010-02-12 13:08:00,2011-11-29 10:56:00,654,26.16
United Kingdom,14188.0,293.1,398.0,2054.36,342.3933333333334,6.0,2011-02-02 13:46:00,2011-09-29 12:15:00,238,39.666666666666664
United Kingdom,14189.0,51.36000000000001,467.49999999999994,4654.08,310.27200000000005,15.0,2010-06-12 11:42:00,2011-11-23 16:43:00,529,35.266666666666666
United Kingdom,14191.0,150.32000000000002,738.67,4684.76,360.3661538461538,13.0,2011-01-11 14:49:00,2011-11-29 17:23:00,322,24.76923076923077
United Kingdom,14193.0,422.54000000000013,430.8500000000001,853.3900000000002,426.6950000000001,2.0,2011-03-10 09:34:00,2011-03-15 11:38:00,5,2.5
United Kingdom,14194.0,70.8,1120.11,11349.520000000004,540.4533333333335,21.0,2011-03-18 12:56:00,2011-11-21 10:35:00,247,11.761904761904763
United Kingdom,14195.0,183.6,828.3999999999999,1011.9999999999999,505.99999999999994,2.0,2011-01-04 16:50:00,2011-05-22 10:29:00,137,68.5
United Kingdom,14198.0,171.85000000000005,183.3,701.4000000000001,175.35000000000002,4.0,2011-04-14 14:54:00,2011-11-21 16:35:00,221,55.25
United Kingdom,14201.0,46.84,187.98000000000005,747.4399999999999,106.77714285714285,7.0,2010-12-15 13:25:00,2011-10-10 13:27:00,299,42.714285714285715
United Kingdom,14205.0,222.9,243.8,466.70000000000005,233.35000000000002,2.0,2011-03-20 15:07:00,2011-11-23 10:55:00,247,123.5
United Kingdom,14209.0,197.10000000000002,438.49999999999994,2073.4300000000003,345.5716666666667,6.0,2011-03-25 10:08:00,2011-11-29 10:18:00,249,41.5
United Kingdom,14210.0,304.95000000000005,363.65999999999997,1905.8400000000001,317.64000000000004,6.0,2010-03-12 12:43:00,2011-08-26 12:36:00,531,88.5
United Kingdom,14211.0,138.79000000000002,546.2299999999999,2241.1,249.0111111111111,9.0,2011-02-17 15:50:00,2011-10-17 13:23:00,241,26.77777777777778
United Kingdom,14214.0,49.800000000000004,638.6499999999999,1004.3799999999999,200.87599999999998,5.0,2011-06-07 15:02:00,2011-10-20 11:54:00,134,26.8
United Kingdom,14215.0,160.05000000000004,596.0600000000001,1789.7200000000003,298.2866666666667,6.0,2010-06-12 15:34:00,2011-11-28 12:19:00,533,88.83333333333333
United Kingdom,14216.0,138.25,792.9399999999999,1839.2999999999997,459.82499999999993,4.0,2011-01-12 14:58:00,2011-11-23 13:24:00,314,78.5
United Kingdom,14217.0,69.7,202.24,2004.9799999999998,117.94,17.0,2010-08-12 13:28:00,2011-11-28 12:08:00,472,27.764705882352942
United Kingdom,14220.0,312.9800000000001,319.4200000000001,632.4000000000001,316.20000000000005,2.0,2010-12-16 18:18:00,2011-06-04 13:23:00,169,84.5
United Kingdom,14221.0,17.4,759.8499999999999,3432.8,381.4222222222222,9.0,2011-02-06 16:59:00,2011-10-28 13:42:00,263,29.22222222222222
United Kingdom,14223.0,304.90000000000003,351.69,991.13,330.37666666666667,3.0,2011-03-20 16:02:00,2011-08-09 13:38:00,141,47.0
United Kingdom,14224.0,149.48,368.18,1009.7299999999999,252.43249999999998,4.0,2011-01-23 13:58:00,2011-08-21 13:24:00,209,52.25
United Kingdom,14226.0,16.95,965.8999999999997,2214.7899999999995,442.9579999999999,5.0,2011-03-15 15:36:00,2011-11-11 11:34:00,240,48.0
